Word,E,P,A
TAILOR,5.29,3.61,6.17
TAILPIPE,4.67,3.13,5.94
TAINT,3.77,4.43,4.45
TAKE,4.82,4.52,4.83
TAKEOFF,5.5,3.77,5.11
TAKEOUT,6.63,4.45,6.42
TAKEOVER,3.71,4.73,5.65
TAKER,3.17,3.82,3.7
TALCUM,5.45,4.05,4.71
TALE,5.95,3.09,6.19
TALENT,6.3,5.6,6.11
TALENTED,7.95,4.55,6.14
TALISMAN,5.68,4.6,4.83
TALK,6.64,3.38,6.44
TALKATIVE,5.56,4.45,5.79
TALKER,4.55,4.05,6.0
TALL,6.71,3.85,6.47
TALLY,4.74,3.44,6.29
TALON,5.06,4.9,4.72
TAMBOURINE,6.1,3.33,6.04
TAME,6.14,3.65,5.47
TAMER,5.48,3.76,5.92
TAMPER,3.33,5.55,4.63
TAMPON,3.1,4.22,5.54
TAN,6.05,3.75,5.5
TANG,4.62,4.05,5.32
TANGERINE,6.81,3.9,6.0
TANGIBLE,5.63,4.18,6.56
TANGLE,3.95,4.52,4.35
TANGO,5.47,4.48,6.04
TANK,4.71,4.32,4.92
TANK_TOP,6.25,5.14,5.32
TANKER,4.74,4.0,5.33
TANTRUM,3.15,5.05,3.4
TAP,5.33,3.95,6.12
TAPE,5.5,3.4,5.11
TAPE_MEASURE,5.05,4.1,5.68
TAPESTRY,5.65,2.67,5.6
TAPEWORM,2.19,4.9,3.33
TAPIOCA,5.48,3.74,5.67
TAPS,4.79,3.14,4.58
TAR,3.9,3.65,5.1
TARANTULA,3.37,6.76,4.04
TARDINESS,2.95,5.05,4.3
TARDY,3.47,4.3,4.35
TARGET,5.24,5.35,6.42
TARMAC,4.76,3.1,5.35
TAROT,3.9,3.96,4.77
TARP,4.79,2.9,4.36
TARRY,4.68,3.1,4.55
TART,5.43,4.8,5.68
TARTAR,4.52,2.73,5.38
TASK,6.05,3.83,6.18
TASSEL,4.95,4.78,5.32
TASTE,6.63,4.56,7.33
TASTEFUL,6.89,4.73,6.54
TASTELESS,3.25,3.86,5.4
TASTY,6.89,5.28,6.18
TATTLER,2.84,4.45,4.75
TATTLETALE,2.95,6.1,4.7
TATTOO,4.45,5.0,6.63
TAUNT,3.4,4.85,3.23
TAUPE,4.7,3.7,5.77
TAUT,4.25,4.29,4.73
TAVERN,5.55,4.22,5.0
TAWDRY,3.9,3.35,3.37
TAWNY,4.86,4.16,4.38
TAX,3.0,4.52,3.05
TAXI,4.79,3.79,4.53
TAXICAB,5.0,3.8,5.24
TAXPAYER,4.05,2.96,5.06
TEA,6.56,2.05,6.0
TEACH,7.06,3.47,5.78
TEACHER,7.37,2.9,5.95
TEACUP,6.5,3.57,5.58
TEAHOUSE,6.44,2.76,5.61
TEAL,5.7,3.73,5.7
TEAM,5.91,3.38,6.53
TEAMMATE,6.2,3.74,5.68
TEAMWORK,6.26,4.64,5.54
TEAPOT,6.0,3.39,5.67
TEAR,3.14,4.8,5.68
TEARFUL,3.67,4.92,3.42
TEASE,4.17,5.21,5.24
TEASPOON,5.25,2.47,5.43
TEATIME,6.4,3.16,5.82
TECH,5.77,4.1,5.55
TECHNICAL,5.0,5.28,6.24
TECHNICALITY,4.21,4.36,4.3
TECHNICIAN,5.65,3.33,4.81
TECHNIQUE,7.0,3.45,5.68
TECHNO,5.53,5.0,5.18
TECHNOLOGICAL,5.3,4.56,6.25
TECHNOLOGY,5.53,4.62,5.2
TEDDY_BEAR,7.38,3.74,6.35
TEDIOUS,3.62,4.37,4.1
TEE,5.4,3.68,6.15
TEEMING,4.83,3.6,4.4
TEEN,5.1,3.86,4.89
TEENAGE,5.8,5.26,5.05
TEENAGER,4.58,4.23,4.3
TEENS,5.58,3.96,4.0
TEENSY,5.09,3.77,5.84
TEENY,5.62,3.74,5.0
TEETH,5.0,3.8,5.65
TEETHING,3.11,4.05,4.12
TELEGRAM,5.27,4.14,5.14
TELEGRAPH,5.37,2.82,5.21
TELEKINESIS,5.9,5.68,4.62
TELEMETRY,5.0,3.5,5.48
TELEPATHIC,5.9,4.62,5.24
TELEPATHY,5.0,5.7,5.26
TELEPHONE,5.71,4.3,6.74
TELESCOPE,6.75,3.38,6.07
TELETHON,3.11,3.0,5.29
TELETYPE,5.2,3.86,5.21
TELEVISED,6.0,4.0,5.37
TELEVISION,7.18,4.1,6.21
TELL,5.27,3.86,4.94
TELLER,5.33,3.0,4.32
TEMP,4.63,3.62,4.9
TEMPER,3.89,4.9,4.61
TEMPERAMENT,4.67,3.8,5.32
TEMPERAMENTAL,3.86,5.7,4.61
TEMPERANCE,5.05,4.0,6.58
TEMPERATURE,5.58,4.86,4.64
TEMPEST,4.52,5.26,4.62
TEMPLATE,5.45,3.46,4.86
TEMPLE,5.3,3.36,5.84
TEMPO,5.59,4.0,6.0
TEMPORAL,4.57,3.38,5.42
TEMPORARY,4.33,3.35,4.29
TEMPT,5.0,5.29,4.8
TEMPTATION,4.5,5.38,5.25
TEMPTING,6.05,6.06,5.17
TEMPTRESS,4.68,5.43,4.42
TEN,5.16,3.1,4.8
TENACIOUS,5.65,4.78,5.42
TENANT,4.57,2.59,5.41
TEND,4.8,3.22,6.33
TENDENCY,4.85,3.72,4.68
TENDER,6.47,3.22,5.85
TENDERFOOT,4.26,3.16,4.95
TENDERNESS,6.89,3.1,5.08
TENDON,5.11,3.3,4.68
TENEMENT,4.55,3.77,5.05
TENNIS,5.4,3.89,5.68
TENOR,5.48,4.0,5.69
TENSE,2.75,5.32,4.72
TENSION,3.6,5.08,4.53
TENT,6.23,3.38,5.91
TENTATIVE,5.1,3.4,5.16
TENURE,4.6,3.65,5.68
TEPEE,6.29,4.0,4.95
TEQUILA,6.27,5.77,5.38
TERIYAKI,6.57,4.16,5.58
TERM,5.57,3.6,5.5
TERMINAL,4.27,3.68,4.15
TERMINATE,3.05,4.95,3.25
TERMINATION,2.95,5.9,3.38
TERMINATOR,5.43,6.05,4.34
TERMINOLOGY,5.67,2.8,5.32
TERMITE,3.08,4.24,3.53
TERRACE,5.33,3.52,4.86
TERRAIN,5.53,3.09,4.83
TERRIBLE,2.1,4.39,3.4
TERRIER,6.2,3.75,5.32
TERRIFIC,7.12,5.46,6.27
TERRIFIED,2.51,6.1,3.29
TERRIFY,2.84,6.39,2.79
TERRIFYING,2.63,5.91,2.68
TERRITORIAL,4.16,4.29,5.32
TERRITORY,5.3,4.32,6.23
TERROR,2.75,6.35,2.95
TERRORISM,1.6,7.42,2.69
TERRORIST,2.35,6.09,3.02
TERRORIZE,2.5,5.95,3.05
TEST,4.44,4.3,4.06
TESTAMENT,5.0,3.94,5.68
TESTICLE,4.19,5.4,4.86
TESTICULAR,3.89,4.95,4.14
TESTIFY,4.55,6.16,5.88
TESTIMONIAL,5.89,3.15,4.8
TESTIMONY,5.05,4.22,4.63
TESTOSTERONE,5.2,6.75,4.73
TESTY,3.55,4.55,5.47
TETANUS,3.33,5.52,4.2
TETHER,4.32,4.19,4.7
TEXT,6.5,3.48,6.33
TEXTBOOK,5.0,2.94,5.17
TEXTILE,4.89,3.38,5.71
TEXTURE,5.57,3.33,5.29
THANK,7.77,3.33,6.89
THANKFUL,7.76,4.52,6.55
THANKLESS,3.63,4.86,4.68
THANKS,7.73,4.05,6.72
THANKSGIVING,6.79,4.95,6.25
THATCH,5.2,2.8,4.86
THAW,4.95,3.84,5.82
THEATER,6.14,3.73,5.54
THEATRICAL,5.3,5.36,6.95
THEATRICS,5.45,5.05,6.21
THEFT,2.6,5.17,3.93
THEME,5.43,3.08,5.9
THEOLOGY,4.95,3.32,5.35
THEORETICAL,4.8,3.9,4.97
THEORY,5.65,4.41,5.76
THERAPEUTIC,6.29,2.18,6.59
THERAPIST,4.43,3.32,4.23
THERAPY,5.1,3.74,4.73
THERMAL,5.36,3.48,5.09
THERMOMETER,5.22,3.36,5.32
THERMOS,5.79,3.15,5.17
THERMOSTAT,5.48,3.56,5.73
THESIS,4.7,4.1,5.88
THICK,4.63,3.13,5.72
THICKET,4.33,3.25,4.45
THICKNESS,5.19,3.74,4.95
THIEF,2.32,6.05,3.14
THIGH,5.22,5.32,5.73
THIN,5.47,4.5,5.33
THING,5.55,3.43,5.41
THINGY,5.42,4.27,5.16
THINK,6.68,3.75,6.5
THINKER,7.26,4.45,7.68
THIRD,5.0,2.64,5.61
THIRST,4.14,4.12,6.0
THIRSTY,4.48,4.08,6.2
THIRTEEN,5.11,4.36,4.46
THIRTY,4.74,3.57,5.7
THISTLE,4.95,3.9,3.73
THONG,5.48,4.68,5.16
THORN,3.62,4.2,4.1
THORNY,3.1,4.92,3.68
THOROUGH,6.15,3.3,7.28
THOROUGHBRED,6.47,4.65,5.55
THOROUGHFARE,5.19,4.32,5.81
THOUGHT,6.76,4.16,6.15
THOUGHTFUL,7.26,2.55,6.62
THOUGHTLESS,4.05,4.43,4.45
THOUSAND,6.44,3.5,6.0
THRASH,3.48,4.3,5.05
THREAD,5.5,3.87,5.5
THREAT,2.63,6.57,3.6
THREATEN,2.6,6.05,3.29
THREE,5.43,3.38,5.45
THREESOME,5.89,5.7,6.0
THRESHOLD,5.53,3.09,4.61
THRIFT,5.72,2.95,5.93
THRILL,7.37,7.19,6.09
THRILLER,5.75,6.0,4.57
THRILLING,7.19,6.16,5.95
THRIVE,6.79,5.65,7.05
THRIVING,5.9,5.22,7.42
THROAT,4.76,4.2,5.84
THROBBING,3.68,5.64,4.89
THROES,4.5,4.71,4.65
THRONE,5.45,5.22,6.19
THROTTLE,5.55,5.36,5.71
THROW,5.55,4.52,6.12
THROWBACK,5.42,4.57,5.0
THROWER,4.57,3.58,5.24
THRUST,5.75,5.29,6.11
THRUSTER,4.56,4.7,4.94
THUD,4.24,5.05,4.52
THUG,2.52,5.48,3.53
THUMB,5.62,3.84,5.79
THUMBPRINT,5.6,4.33,5.03
THUMP,4.42,4.0,5.5
THUMPER,5.0,4.09,4.83
THUNDER,5.74,5.75,3.9
THUNDERBOLT,5.63,6.29,4.17
THUNDERCLAP,4.53,5.57,4.18
THUNDERSTORM,5.67,6.1,3.5
THYROID,4.28,3.14,3.13
TIARA,5.48,5.05,5.23
TIBIA,4.41,3.52,5.56
TIC,4.24,4.41,3.71
TICK,3.05,3.82,3.62
TICKER,4.43,3.84,5.82
TICKET,5.28,3.95,5.0
TICKLE,6.14,5.86,5.28
TICKLISH,6.19,4.88,4.39
TIDAL,5.33,5.05,5.32
TIDAL_WAVE,4.9,4.8,3.0
TIDE,6.55,5.47,4.76
TIDINGS,6.25,3.55,4.82
TIDY,6.24,2.86,6.75
TIE,5.33,3.1,5.17
TIER,4.95,3.73,5.63
TIGER,6.0,5.55,4.4
TIGHTEN,5.0,5.68,6.08
TIGHTROPE,4.81,4.18,3.89
TIGHTS,5.95,3.45,4.56
TILE,5.0,2.89,4.82
TILT,4.78,4.59,5.8
TIMBER,4.9,3.73,5.37
TIME,5.6,3.41,4.36
TIMELESS,5.89,3.4,5.45
TIMELY,6.14,3.48,5.9
TIMEOUT,4.05,3.81,4.72
TIMER,4.81,4.17,4.27
TIMES,5.91,3.19,6.12
TIMETABLE,4.9,3.62,5.56
TIMID,3.37,3.15,4.69
TIMING,5.67,3.4,5.36
TIN,4.95,2.73,5.54
TINFOIL,4.79,3.25,5.0
TINGLE,6.23,5.24,5.52
TINKER,5.95,2.83,5.95
TINKLE,5.55,3.75,5.22
TINKLING,5.33,5.4,5.91
TINSEL,5.7,4.05,5.15
TINY,5.1,4.6,6.16
TIP,6.77,4.05,5.84
TIPPER,5.25,3.73,6.81
TIPSTER,5.3,3.62,5.65
TIPSY,5.6,4.7,4.57
TIPTOE,5.32,3.76,5.74
TIRE,4.55,3.09,5.52
TIRED,4.29,3.67,5.06
TIRELESS,4.95,4.41,6.09
TIRESOME,3.86,2.52,4.73
TIRING,3.68,3.55,3.78
TISSUE,5.3,3.1,5.32
TIT,5.76,6.14,4.86
TITAN,5.71,4.32,6.05
TITANIC,4.42,4.39,4.53
TITANIUM,5.26,3.78,5.88
TITLE,5.71,2.15,5.25
TOAD,6.0,3.62,4.84
TOAST,6.73,3.65,6.39
TOASTER,5.8,3.85,6.23
TOASTY,6.05,4.65,5.57
TOBACCO,3.37,5.0,4.13
TODDLER,6.28,4.2,4.88
TOE,5.24,3.1,5.1
TOENAIL,3.95,3.06,5.96
TOFFEE,6.19,5.0,6.33
TOFU,4.29,3.09,4.9
TOGA,5.36,3.75,6.09
TOGETHERNESS,6.3,4.64,6.37
TOIL,3.62,5.55,4.92
TOILET,3.71,4.5,6.37
TOKEN,5.63,3.09,5.3
TOLERABLE,4.9,4.4,5.73
TOLERANCE,6.43,3.36,5.96
TOLERANT,5.9,3.09,6.0
TOLERATE,6.19,3.14,5.7
TOLL,3.53,3.95,3.59
TOMAHAWK,4.86,5.19,4.91
TOMATO,5.8,2.68,5.46
TOMATOES,6.25,3.82,5.42
TOMB,3.58,4.06,3.3
TOMBSTONE,3.14,4.86,3.89
TOMCAT,5.16,4.74,4.58
TOME,5.29,4.6,6.24
TON,5.0,3.55,5.08
TONE,5.47,3.67,5.18
TONER,5.11,4.14,5.65
TONGS,5.0,3.25,5.25
TONGUE,6.29,4.25,6.32
TONIC,6.05,4.25,5.51
TOOL,5.07,3.91,5.98
TOOLBOX,4.7,4.05,6.42
TOOT,4.74,4.0,5.53
TOOTH,5.06,3.52,4.89
TOOTHACHE,2.32,5.86,2.95
TOOTHBRUSH,5.58,3.38,6.21
TOOTHLESS,2.52,4.0,3.52
TOOTHPASTE,5.21,2.86,6.12
TOOTHPICK,4.89,3.33,5.96
TOOTS,5.2,5.1,5.15
TOP,6.0,4.33,6.25
TOPAZ,5.55,3.87,6.19
TOPIC,5.5,3.2,5.96
TOPICAL,5.35,3.29,5.73
TOPLESS,5.36,6.61,5.68
TOPPLE,4.86,3.21,4.9
TOPSIDE,4.9,3.36,5.63
TORCH,4.5,5.12,5.86
TORMENT,2.53,6.17,3.96
TORNADO,3.63,7.45,2.87
TORPEDO,3.71,4.48,3.89
TORQUE,5.3,4.9,5.06
TORRENT,4.86,5.0,4.61
TORRID,3.65,3.45,3.9
TORSO,5.23,3.85,6.0
TORTOISE,5.58,3.32,5.54
TORTURE,1.4,5.09,2.76
TOSS,5.0,4.18,5.77
TOT,6.36,3.14,5.5
TOTAL,5.32,4.25,6.89
TOTE,5.45,4.25,5.63
TOTEM,5.32,4.78,5.83
TOUCH,6.64,4.9,6.24
TOUCHDOWN,7.11,4.86,5.91
TOUCHY,4.29,3.88,3.63
TOUGH,4.45,4.24,6.0
TOUGHEN,5.37,4.28,5.94
TOUPEE,4.0,3.06,4.96
TOUR,6.0,4.8,7.0
TOURISM,5.35,4.06,5.65
TOURIST,5.71,3.57,5.05
TOURNAMENT,6.24,4.08,5.18
TOURNIQUET,4.05,5.05,4.24
TOUT,5.35,4.58,5.65
TOW,5.38,3.75,5.33
TOWEL,6.14,2.9,5.86
TOWER,5.24,3.86,5.45
TOWERING,4.35,4.12,5.0
TOWN,5.59,3.81,5.47
TOWNHOUSE,5.95,4.3,4.57
TOWNSHIP,5.35,2.9,5.33
TOWNSPEOPLE,5.81,2.91,6.06
TOXIC,2.35,5.29,4.13
TOXICITY,2.47,4.6,3.28
TOXICOLOGY,3.62,3.7,5.17
TOXIN,2.42,5.52,3.45
TOY,7.29,4.29,5.61
TOYMAKER,6.76,3.9,6.2
TRACE,4.74,2.84,5.95
TRACEABLE,4.63,3.61,5.24
TRACER,5.05,3.86,5.28
TRACHEA,4.73,4.21,4.38
TRACK,5.78,3.76,4.67
TRACKER,4.87,4.59,5.0
TRACT,4.05,3.45,5.05
TRACTION,5.27,4.17,6.16
TRACTOR,5.05,3.73,5.75
TRADE,5.91,4.45,6.26
TRADEMARK,5.0,3.72,5.74
TRADER,5.47,3.5,5.8
TRADITION,6.09,4.61,6.37
TRADITIONAL,5.95,3.76,5.43
TRAFFIC,2.18,5.25,5.58
TRAFFIC_LIGHT,4.76,4.9,3.67
TRAFFICKING,2.55,4.72,4.18
TRAGEDY,2.11,6.8,3.02
TRAGIC,3.52,5.36,4.2
TRAIL,6.15,4.0,5.42
TRAILER,4.44,2.85,5.16
TRAIN,6.36,4.05,5.72
TRAIN_SET,6.1,3.29,6.21
TRAINEE,5.45,4.16,5.38
TRAINER,5.16,4.0,5.25
TRAINING,5.19,4.1,6.26
TRAIT,5.44,3.55,5.76
TRAITOR,2.39,4.27,4.73
TRAITOROUS,2.32,5.25,4.5
TRAJECTORY,4.89,3.33,4.6
TRAM,4.7,2.42,4.05
TRAMP,3.3,4.86,3.74
TRAMPLE,3.73,5.0,4.76
TRAMPOLINE,6.23,5.58,6.14
TRANCE,5.24,4.0,3.18
TRANQUIL,7.11,2.61,5.94
TRANQUILITY,7.86,3.64,7.61
TRANQUILIZER,4.86,3.12,4.85
TRANSACTION,5.26,3.73,5.58
TRANSATLANTIC,5.0,4.84,5.42
TRANSCEIVER,5.0,4.22,5.33
TRANSCEND,5.75,5.0,6.47
TRANSCENDENT,5.14,4.33,4.73
TRANSCRIPT,5.24,3.3,6.28
TRANSCRIPTION,5.15,4.13,5.05
TRANSFER,5.29,3.22,5.5
TRANSFERENCE,4.4,3.44,4.62
TRANSFORM,6.05,4.86,6.13
TRANSFORMATION,6.14,5.56,5.42
TRANSFORMER,6.14,5.16,6.05
TRANSFUSION,5.0,4.45,4.3
TRANSGRESSION,3.9,5.25,5.0
TRANSIENT,4.21,4.04,4.21
TRANSISTOR,4.71,3.9,6.0
TRANSIT,4.52,4.05,5.72
TRANSITION,5.43,3.65,4.41
TRANSITIONAL,4.79,4.5,4.86
TRANSLATE,5.67,2.75,5.55
TRANSLATION,5.65,4.48,6.0
TRANSLATOR,5.05,4.0,4.76
TRANSMISSION,4.62,3.38,4.7
TRANSMIT,4.24,4.39,5.3
TRANSMITTER,4.95,3.5,5.25
TRANSPARENT,5.37,3.45,5.33
TRANSPLANT,4.6,6.37,4.38
TRANSPONDER,4.95,3.55,4.68
TRANSPORT,5.9,3.76,5.79
TRANSPORTATION,6.1,2.38,5.37
TRANSPORTER,4.84,4.14,5.43
TRANSSEXUAL,3.68,4.23,4.78
TRANSVESTITE,4.22,5.05,4.5
TRAP,3.24,4.36,3.78
TRAPDOOR,4.19,5.04,4.54
TRAPEZE,5.57,4.8,4.59
TRAPPER,4.47,3.09,4.22
TRASH,2.74,3.66,4.24
TRASHY,2.75,5.75,4.73
TRAUMA,2.89,4.87,2.7
TRAUMATIC,2.22,5.5,3.57
TRAVEL,7.89,5.55,6.82
TRAVELER,6.39,4.75,5.17
TRAVERSE,5.0,3.6,4.96
TRAVESTY,2.85,4.95,3.18
TRAY,5.14,3.57,6.05
TREACHEROUS,2.85,6.0,3.33
TREACHERY,2.7,5.33,4.8
TREAD,4.72,3.76,5.3
TREADMILL,5.19,4.22,5.6
TREASON,3.05,5.8,3.67
TREASURE,7.65,6.3,6.04
TREASURED,7.14,5.16,7.05
TREASURER,6.43,4.27,6.5
TREASURY,5.8,4.29,6.04
TREAT,6.84,5.0,6.66
TREATABLE,6.16,3.75,5.85
TREATMENT,5.0,4.47,4.53
TREATY,5.42,3.7,5.62
TREE,7.59,2.67,5.62
TREMBLE,3.18,5.32,3.79
TREMENDOUS,7.0,3.54,4.9
TREMOR,4.26,4.72,3.59
TRENCH,4.43,3.22,4.84
TREND,5.33,4.45,4.95
TRENDY,4.95,4.23,5.83
TRESPASS,3.27,4.79,5.0
TRIAD,4.32,4.45,5.25
TRIAGE,3.81,4.65,5.06
TRIAL,3.28,5.05,3.89
TRIANGLE,5.21,3.5,5.06
TRIANGULATE,4.9,4.0,5.76
TRIATHLON,5.05,3.41,6.41
TRIBAL,5.17,4.56,4.58
TRIBE,5.63,4.29,5.5
TRIBUNAL,4.53,3.95,4.74
TRIBUNE,4.84,3.78,5.71
TRIBUTE,6.44,4.27,5.91
TRICK,4.89,5.57,3.22
TRICKERY,3.53,5.12,4.57
TRICKSTER,3.79,5.37,4.29
TRICKY,4.78,4.86,5.29
TRICYCLE,6.14,3.62,6.2
TRIDENT,5.37,4.36,4.75
TRIFLE,4.8,4.06,4.25
TRIFLING,3.79,3.3,4.3
TRIG,4.74,3.18,4.36
TRIGGER,4.85,5.85,5.27
TRILLION,5.85,5.19,5.25
TRILOGY,5.26,3.67,5.19
TRIM,4.64,3.38,6.32
TRIMESTER,5.11,4.82,5.27
TRINKET,6.25,4.37,5.92
TRIO,5.68,3.38,4.7
TRIP,7.0,5.33,6.11
TRIPE,4.1,3.4,4.58
TRIPLE,5.86,5.6,4.75
TRIPLICATE,4.59,4.16,5.38
TRIPOD,5.23,4.32,5.14
TRITE,4.27,4.39,5.11
TRIUMPH,7.34,5.6,7.5
TRIUMPHANT,7.45,5.05,6.05
TRIVIA,5.7,3.82,6.19
TRIVIAL,4.11,3.82,4.67
TROLL,4.45,4.54,4.04
TROLLEY,5.67,3.0,5.55
TROMBONE,5.0,3.43,6.11
TROOP,5.58,4.5,4.74
TROOPER,5.5,4.95,5.14
TROPHY,6.55,4.35,6.73
TROPIC,6.91,4.17,5.79
TROPICAL,7.05,4.3,5.62
TROPICS,7.05,4.74,6.19
TROT,5.63,5.1,5.65
TROUBLE,2.87,5.59,4.35
TROUBLED,3.11,4.45,3.83
TROUBLEMAKER,3.25,5.24,5.29
TROUBLESOME,2.74,4.85,5.05
TROUGH,4.19,3.83,4.62
TROUPE,5.24,3.7,5.62
TROUSERS,5.15,2.89,5.91
TROUT,5.62,3.85,5.67
TRUCE,6.42,2.86,5.7
TRUCK,5.16,3.76,5.43
TRUCKER,4.62,3.55,5.05
TRUCKLOAD,5.23,4.64,5.55
TRUE,7.51,4.98,7.0
TRUFFLE,6.71,3.5,5.09
TRUMP,4.18,3.33,5.86
TRUMPET,6.03,4.17,6.02
TRUNK,5.02,3.51,5.46
TRUST,7.24,4.3,6.95
TRUSTEE,5.84,3.91,4.74
TRUSTWORTHY,7.25,4.22,7.29
TRUSTY,6.19,4.17,6.14
TRUTH,7.19,3.88,6.95
TRUTHFUL,7.48,3.71,6.75
TRY,5.64,4.0,5.94
TRYOUT,5.53,4.19,5.5
TSUNAMI,2.33,6.29,2.6
TUB,6.1,3.8,5.14
TUBA,5.58,3.95,5.18
TUBBY,3.9,3.95,4.64
TUBE,5.53,3.14,4.68
TUBERCULOSIS,2.74,4.48,4.64
TUBING,5.11,3.62,5.05
TUCK,4.89,3.4,5.21
TUG,4.47,4.0,5.1
TUGBOAT,5.57,3.05,5.15
TUITION,3.53,4.41,4.57
TULIP,7.25,3.4,5.36
TUMBLE,5.65,4.9,4.52
TUMBLEWEED,5.67,3.25,4.94
TUMMY,6.05,3.78,5.04
TUMOR,2.05,5.33,2.5
TUNA,5.26,4.14,5.7
TUNE,7.0,3.73,5.76
TUNIC,5.79,3.79,5.65
TUNNEL,4.48,4.09,4.31
TURBAN,4.23,4.13,5.21
TURBINE,4.65,5.47,5.71
TURBO,5.95,5.62,6.21
TURBULENCE,2.95,6.45,2.67
TURBULENT,4.17,5.9,4.48
TURD,2.5,4.59,3.79
TURF,4.62,3.95,5.66
TURKEY,5.9,3.45,5.59
TURMOIL,3.65,5.94,4.04
TURN,5.45,3.48,5.88
TURNAROUND,5.55,3.43,5.46
TURNIP,4.63,3.32,6.08
TURNOFF,2.85,4.26,5.14
TURNOUT,5.23,4.26,5.21
TURNOVER,4.84,4.14,5.26
TURNPIKE,4.89,3.55,4.76
TURPENTINE,4.05,4.1,4.88
TURQUOISE,6.5,4.5,5.32
TURRET,4.55,4.81,5.71
TURTLE,6.16,2.52,5.82
TURTLENECK,5.05,3.41,4.76
TUSSLE,4.0,5.0,4.88
TUTOR,5.9,2.81,6.08
TUTORING,5.95,3.35,5.83
TUTU,6.19,4.15,5.08
TUX,5.91,4.65,5.42
TUXEDO,6.24,4.33,5.84
TV,5.42,4.29,6.23
TWAIN,5.63,3.28,5.25
TWAT,4.32,5.39,3.88
TWEAK,5.21,4.7,6.3
TWEED,4.18,4.09,5.79
TWEET,5.37,3.39,5.37
TWEEZERS,4.63,4.64,6.18
TWELVE,5.32,3.42,5.86
TWENTY,6.25,3.67,5.14
TWERP,4.25,4.23,5.15
TWIG,5.47,3.18,5.23
TWILIGHT,6.24,4.2,4.8
TWIN,5.81,3.95,4.09
TWINE,5.35,3.24,5.48
TWINGE,4.29,4.35,3.96
TWINKLE,6.26,3.72,5.82
TWIRL,6.1,5.05,6.52
TWIST,4.61,4.27,5.95
TWISTER,4.25,6.0,4.89
TWIT,4.0,4.32,4.47
TWITCH,4.26,5.95,4.26
TWITCHY,3.75,5.0,3.59
TWO,6.3,3.33,5.05
TWO_STEP,5.95,3.55,5.0
TWOSOME,6.52,5.2,4.82
TYCOON,4.74,4.3,4.62
TYKE,5.7,3.83,4.55
TYPE,6.06,2.86,4.89
TYPEWRITER,5.44,2.4,5.96
TYPHOID,2.55,4.62,3.57
TYPHOON,3.62,5.82,3.38
TYPICAL,4.58,3.37,5.4
TYPIST,5.3,4.14,6.15
TYPO,4.1,4.0,4.24
TYRANNY,3.19,5.45,2.67
TYRANT,2.9,5.27,3.19
UBIQUITOUS,5.05,3.81,5.32
UGLINESS,2.75,4.43,3.44
UGLY,2.47,4.43,3.86
UKULELE,5.26,4.52,5.37
ULCER,2.7,4.76,3.35
ULTERIOR,4.29,4.71,4.32
ULTIMATE,5.74,5.1,5.75
ULTIMATUM,3.65,5.18,4.22
ULTRASOUND,5.14,5.15,4.86
ULTRAVIOLET,5.8,3.71,4.82
UMBILICAL,5.52,3.36,4.33
UMBRELLA,5.84,3.5,5.75
UMPIRE,4.19,4.57,4.43
UMPTEEN,4.95,3.86,5.17
UNABLE,2.96,3.61,3.08
UNACCEPTABLE,3.29,4.43,4.22
UNACCOUNTED,4.1,4.22,4.54
UNAFFECTED,4.84,3.32,6.45
UNAFRAID,6.43,3.38,6.25
UNANIMOUS,5.55,4.24,4.7
UNANNOUNCED,3.5,5.05,4.27
UNANSWERED,3.1,3.72,3.79
UNAPPRECIATED,2.65,5.0,3.58
UNARMED,3.74,3.64,4.29
UNATTACHED,4.79,3.86,5.04
UNATTAINABLE,2.75,4.48,4.12
UNATTENDED,3.76,3.68,3.82
UNATTRACTIVE,2.37,4.3,3.47
UNAUTHORIZED,4.11,4.39,3.94
UNAVAILABLE,3.52,3.85,3.67
UNAVOIDABLE,4.14,4.32,3.78
UNAWARE,3.89,4.1,3.85
UNBALANCED,3.1,4.74,3.21
UNBEARABLE,2.1,5.76,3.38
UNBEATABLE,5.53,5.25,6.42
UNBECOMING,3.32,4.73,4.36
UNBELIEVABLE,5.57,5.4,5.37
UNBORN,4.86,5.28,3.95
UNBREAKABLE,6.58,4.1,6.13
UNBRIDLED,4.63,4.45,5.0
UNBUTTON,5.0,5.95,5.48
UNCALLED,3.86,3.3,3.65
UNCANNY,5.0,4.71,5.03
UNCERTAIN,3.6,4.45,3.58
UNCERTAINTY,3.3,5.27,4.1
UNCHANGED,5.0,2.68,4.5
UNCHARTED,5.44,5.1,5.0
UNCIVILIZED,3.79,4.95,4.12
UNCLE,6.5,4.05,5.24
UNCLEAN,2.95,4.12,4.19
UNCLEAR,3.67,4.19,4.12
UNCOMFORTABLE,2.7,5.5,3.68
UNCOMMON,5.35,3.2,4.86
UNCOMPLICATED,6.33,3.58,6.68
UNCOMPROMISING,3.95,5.17,4.88
UNCONDITIONAL,6.6,4.1,5.72
UNCONFIRMED,4.72,4.43,3.37
UNCONSCIOUS,3.81,4.55,2.81
UNCONTROLLABLE,3.84,5.81,2.18
UNCONVENTIONAL,5.71,4.8,4.62
UNCOOPERATIVE,2.86,4.8,3.6
UNCOUTH,3.79,4.14,4.0
UNCOVER,4.89,3.55,6.5
UNCUT,4.84,3.61,4.76
UNDEAD,3.64,5.27,5.0
